 table_schema |          table_name           |            column_name            |          data_type          
 senado       | processo                      | tipo_documento                    | character varying
 senado       | processo                      | data_apresentacao                 | date
 senado       | processo                      | tramitando                        | boolean
 senado       | publicacao_aparte             | id                                | integer
 senado       | publicacao_aparte             | codigo_pronunciamento             | character varying
 senado       | publicacao_aparte             | descricao_veiculo_publicacao      | character varying
 senado       | publicacao_aparte             | data_publicacao                   | date
 senado       | publicacao_aparte             | numero_pag_inicio                 | integer
 senado       | publicacao_aparte             | numero_pag_fim                    | integer
 senado       | publicacao_aparte             | indicador_republicacao            | boolean
 senado       | publicacao_aparte             | url_diario                        | text
 senado       | relatoria                     | id                                | integer
 senado       | relatoria                     | codigo_parlamentar                | integer
 senado       | relatoria                     | codigo_tipo_relator               | integer
 senado       | relatoria                     | descricao_tipo_relator            | text
 senado       | relatoria                     | data_designacao                   | date
 senado       | relatoria                     | data_destituicao                  | date
 senado       | relatoria                     | descricao_motivo_destituicao      | text
 senado       | relatoria                     | codigo_materia                    | integer
 senado       | relatoria                     | codigo_comissao                   | integer
 senado       | reuniao_comissao              | codigo                            | integer
 senado       | reuniao_comissao              | versao                            | timestamp without time zone
 senado       | reuniao_comissao              | descricao                         | text
 senado       | reuniao_comissao              | titulo                            | text
 senado       | reuniao_comissao              | data_inicio                       | timestamp without time zone
 senado       | reuniao_comissao              | realizada                         | boolean
 senado       | reuniao_comissao              | situacao                          | character varying
 senado       | reuniao_comissao              | local                             | text
 senado       | reuniao_comissao              | url_pauta_simples                 | text
 senado       | reuniao_comissao              | url_pauta_cheia                   | text
 senado       | reuniao_comissao              | url_resultado                     | text
 senado       | reuniao_comissao              | url_ata                           | text
 senado       | reuniao_comissao              | tipo_presenca                     | character varying
 senado       | reuniao_comissao              | tipo_codigo                       | integer
 senado       | reuniao_comissao              | tipo_descricao                    | character varying
 senado       | reuniao_comissao              | presidente_codigo                 | integer
 senado       | reuniao_comissao              | presidente_nome                   | character varying
 senado       | reuniao_comissao              | sessao_legislativa_codigo         | integer
 senado       | reuniao_comissao              | sessao_legislativa_descricao      | character varying
 senado       | sessao_legislativa            | id                                | integer
 senado       | sessao_legislativa            | numero_legislatura                | character varying
 senado       | sessao_legislativa            | numero_sessao                     | character varying
 senado       | sessao_legislativa            | tipo_sessao_legislativa           | character varying
 senado       | sessao_legislativa            | data_inicio                       | date
 senado       | sessao_legislativa            | data_fim                          | date
 senado       | sessao_legislativa            | data_inicio_intervalo             | date
 senado       | sessao_legislativa            | data_fim_intervalo                | date
 senado       | sessao_plenaria               | codigo_sessao                     | integer
 senado       | sessao_plenaria               | sigla_casa_sessao                 | character
 senado       | sessao_plenaria               | nome_casa_sessao                  | character varying
 senado       | sessao_plenaria               | codigo_sessao_legislativa         | integer
 senado       | sessao_plenaria               | sigla_tipo_sessao                 | character varying
 senado       | sessao_plenaria               | numero_sessao                     | integer
 senado       | sessao_plenaria               | data_sessao                       | date
 senado       | sessao_plenaria               | hora_inicio_sessao                | time without time zone
 senado       | summary_empresas_geral        | legislatura                       | integer
 senado       | summary_empresas_geral        | total_empresas                    | integer
 senado       | summary_empresas_geral        | total_pago                        | numeric
 senado       | summary_empresas_geral        | total_contratos                   | integer
 senado       | summary_empresas_geral        | last_updated                      | timestamp without time zone
 senado       | summary_empresas_ranking      | id                                | integer
 senado       | summary_empresas_ranking      | legislatura                       | integer
 senado       | summary_empresas_ranking      | rank                              | integer
 senado       | summary_empresas_ranking      | empresa                           | text
 senado       | summary_empresas_ranking      | partidos                          | text
 senado       | summary_empresas_ranking      | cnpj                              | text
 senado       | summary_empresas_ranking      | valor_total                       | numeric
 senado       | summary_empresas_ranking      | contratos                         | integer
 senado       | summary_empresas_ranking      | percentual                        | numeric
 senado       | suplente                      | id                                | integer
 senado       | suplente                      | codigo_mandato                    | character varying
 senado       | suplente                      | descricao_participacao            | character varying
 senado       | suplente                      | codigo_parlamentar                | integer
 senado       | suplente                      | nome_parlamentar                  | character varying
 senado       | suprido                       | codigo                            | integer
 senado       | suprido                       | nome                              | character varying
 senado       | suprido                       | orgao_codigo                      | integer
 senado       | suprido                       | orgao_nome                        | character varying
 senado       | suprido                       | orgao_sigla                       | character varying
 senado       | tipo_cargo                    | codigo                            | integer
 senado       | tipo_cargo                    | descricao                         | character varying
 senado       | tipo_cargo                    | ativo                             | boolean
 senado       | tipo_colegiado                | codigo                            | integer
 senado       | tipo_colegiado                | sigla                             | character varying
 senado       | tipo_colegiado                | descricao                         | character varying
 senado       | tipo_colegiado                | casa                              | character
 senado       | tipo_colegiado                | natureza                          | character varying
 senado       | tipo_colegiado                | ativo                             | boolean
 senado       | tipo_comparecimento           | sigla                             | character varying
 senado       | tipo_comparecimento           | descricao                         | character varying
 senado       | tipo_sessao                   | codigo                            | integer
 senado       | tipo_sessao                   | sigla_casa                        | character
 senado       | tipo_sessao                   | sigla                             | character varying
 senado       | tipo_sessao                   | descricao                         | character varying
 senado       | tipo_sessao                   | data_inicio                       | date
 senado       | tipo_unidade_lideranca        | id                                | integer
 senado       | tipo_unidade_lideranca        | sigla                             | character varying
 senado       | tipo_unidade_lideranca        | descricao                         | character varying
 senado       | tipo_uso_palavra              | codigo                            | integer
 senado       | tipo_uso_palavra              | sigla                             | character varying
 senado       | tipo_uso_palavra              | descricao                         | character varying
 senado       | tipo_uso_palavra              | indicador_ativo                   | boolean
 senado       | tramitacao_processo           | id                                | integer
 senado       | tramitacao_processo           | processo_id                       | integer
 senado       | tramitacao_processo           | data                              | date
 senado       | tramitacao_processo           | colegiado_sigla                   | character varying
 senado       | tramitacao_processo           | colegiado_nome                    | character varying
 senado       | tramitacao_processo           | situacao_sigla                    | character varying
 senado       | tramitacao_processo           | situacao_descricao                | character varying
 senado       | tramitacao_processo           | texto                             | text
 senado       | transacao_suprido             | id                                | integer
 senado       | transacao_suprido             | ato_concessao_id                  | integer
 senado       | transacao_suprido             | tipo_inscricao                    | character varying
 senado       | transacao_suprido             | inscricao                         | character varying
 senado       | transacao_suprido             | fornecedor                        | character varying
 senado       | transacao_suprido             | rubricas                          | character varying
 senado       | transacao_suprido             | tipo                              | character varying
 senado       | transacao_suprido             | data                              | date
 senado       | transacao_suprido             | valor                             | numeric
 senado       | transacao_suprido             | numero                            | character varying
 senado       | video_reuniao                 | id                                | integer
 senado       | video_reuniao                 | codigo_reuniao                    | integer
 senado       | video_reuniao                 | ordem                             | integer
 senado       | video_reuniao                 | url                               | character varying
 senado       | votacao                       | codigo_votacao                    | integer
 senado       | votacao                       | sigla_casa                        | character
 senado       | votacao                       | codigo_reuniao                    | integer
 senado       | votacao                       | data_hora_inicio                  | timestamp without time zone
 senado       | votacao                       | numero_reuniao                    | integer
 senado       | votacao                       | tipo_reuniao                      | character varying
 senado       | votacao                       | codigo_comissao                   | integer
 senado       | votacao                       | sigla_comissao                    | character varying
 senado       | votacao                       | nome_comissao                     | character varying
 senado       | votacao                       | codigo_parlamentar_presidente     | integer
 senado       | votacao                       | nome_presidente                   | character varying
 senado       | votacao                       | identificacao_materia             | character varying
 senado       | votacao                       | descricao_materia                 | text
 senado       | votacao                       | descricao_votacao                 | text
 senado       | votacao                       | total_votos_sim                   | integer
 senado       | votacao                       | total_votos_nao                   | integer
 senado       | votacao                       | total_votos_abstencao             | integer
 senado       | votacao_parlamentar           | id                                | integer
 senado       | votacao_parlamentar           | codigo_parlamentar                | integer
 senado       | votacao_parlamentar           | codigo_sessao_votacao             | character varying
 senado       | votacao_parlamentar           | sequencial                        | integer
 senado       | votacao_parlamentar           | indicador_votacao_secreta         | boolean
 senado       | votacao_parlamentar           | descricao_votacao                 | text
 senado       | votacao_parlamentar           | descricao_resultado               | character varying
 senado       | votacao_parlamentar           | total_votos_sim                   | integer
 senado       | votacao_parlamentar           | total_votos_nao                   | integer
 senado       | votacao_parlamentar           | total_votos_abstencao             | integer
 senado       | votacao_parlamentar           | sigla_descricao_voto              | character varying
 senado       | votacao_parlamentar           | descricao_voto                    | text
 senado       | votacao_parlamentar           | codigo_sessao                     | integer
 senado       | votacao_parlamentar           | codigo_materia                    | integer
 senado       | votacao_plenario              | id                                | integer
 senado       | votacao_plenario              | codigo_sessao                     | integer
 senado       | votacao_plenario              | codigo_materia                    | integer
 senado       | votacao_plenario              | descricao_votacao                 | text
 senado       | votacao_plenario              | resultado_votacao                 | character varying
 senado       | votacao_plenario              | total_votos_sim                   | integer
 senado       | votacao_plenario              | total_votos_nao                   | integer
 senado       | votacao_plenario              | total_votos_abstencao             | integer
 senado       | votacao_plenario              | data_sessao                       | date
 senado       | voto                          | id                                | integer
 senado       | voto                          | codigo_votacao                    | integer
 senado       | voto                          | codigo_parlamentar                | integer
 senado       | voto                          | qualidade_voto                    | character
 senado       | voto                          | voto_presidente                   | boolean
 senado       | voto                          | sigla_partido_na_votacao          | character varying
 senado       | voto_plenario                 | id                                | integer
 senado       | voto_plenario                 | votacao_plenario_id               | integer
 senado       | voto_plenario                 | codigo_parlamentar                | integer
 senado       | voto_plenario                 | sigla_voto                        | character varying
 senado       | voto_plenario                 | descricao_voto                    | text
(1084 rows)

